EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,QUARTERID,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT,SALARYRANGEBOTTOM($),SALARYRANGETOP($)
Bank of Montreal,2015,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Professionals,2,22,13,9,,,,,,,1,1,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2011,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,4,6,1,5,,,,1,,1,2,,2,"$ 25,000 - $29,999","$ 60,000 - $64,999"
Bank of Montreal,2011,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,4,1,3,,,,,,,2,,2,"$  5,000 - $ 9,999","$ 45,000 - $49,999"
Bank of Montreal,2011,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Supervisors,2,,,,,,,,,,,,,"$ 35,000 - $39,999","$ 35,000 - $39,999"
Bank of Montreal,2014,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,3,1,2,,,,,,,3,1,2,"Under $5,000","$100,000 and over"
Bank of Montreal,2014,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,2,,,,,,,,,,,,,"$ 70,000 - $74,999","$ 85,000 - $89,999"
Bank of Montreal,2016,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,10,,10,,,,,,,4,,4,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2016,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,21,3,18,,,,3,1,2,5,2,3,"$  5,000 - $ 9,999","$ 60,000 - $64,999"
Bank of Montreal,2018,Part-Time,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,3,36,6,30,,,,2,,2,17,3,14,"$ 10,000 - $14,999","$ 50,000 - $54,999"
Bank of Montreal,2018,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,15,2,13,1,,1,1,,1,1,,1,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2018,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,259,86,173,,,,2,,2,112,38,74,"Under $5,000","$ 45,000 - $49,999"
Bank of Montreal,2013,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Clerical Personnel,1,10,1,9,,,,,,,6,,6,"$ 10,000 - $14,999","$ 70,000 - $74,999"
Bank of Montreal,2013,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,3,4,2,2,,,,,,,1,1,,"$ 15,000 - $19,999","$ 40,000 - $44,999"
Bank of Montreal,2013,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,6,3,3,,,,,,,2,1,1,"Under $5,000","$ 55,000 - $59,999"
Bank of Montreal,2013,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Professionals,2,,,,,,,,,,,,,"$ 55,000 - $59,999","$ 85,000 - $89,999"
Bank of Montreal,2010,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,1,35,2,33,,,,1,,1,8,,8,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$ 70,000 - $74,999"
Bank of Montreal,2017,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,4,1,1,,,,,,,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,12,4,8,,,,,,,4,1,3,"Under $5,000","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Senior Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2017,Part-Time,National,Canada,5221,Depository Credit Intermediation,Supervisors,1,23,9,14,,,,1,1,,9,5,4,"$ 15,000 - $19,999","$ 55,000 - $59,999"
Bank of Montreal,2017,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,2,10,4,6,,,,1,,1,6,3,3,"$ 15,000 - $19,999","$ 55,000 - $59,999"
Bank of Montreal,2019,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,9,2,7,,,,2,1,1,1,,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,,,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,356,129,227,6,2,4,17,5,12,190,76,114,"Under $5,000","$ 75,000 - $79,999"
Bank of Montreal,2019,Part-Time,National,Canada,5221,Depository Credit Intermediation,Senior Managers,4,1,,1,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2016,Full-Time,National,Canada,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,3,,,,,,,,,,,,,"$ 55,000 - $59,999","$ 55,000 - $59,999"
Bank of Montreal,2016,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,3,5,3,2,,,,,,,1,,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2016,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2016,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,35,11,24,1,,1,2,,2,18,6,12,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2012,Full-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Senior Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2012,Part-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,3,14,3,11,,,,,,,2,1,1,"$ 10,000 - $14,999","$ 25,000 - $29,999"
Bank of Montreal,2018,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,13,4,9,,,,1,,1,4,1,3,"Under $5,000","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,24,10,14,,,,,,,12,6,6,"Under $5,000","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Middle and Other Managers,3,3,3,,,,,,,,,,,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2018,Part-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,1,,1,,,,,,,,,,"$ 25,000 - $29,999","$ 30,000 - $34,999"
Bank of Montreal,2018,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,2,,,,,,,,,,,,,"$ 25,000 - $29,999","$ 70,000 - $74,999"
Bank of Montreal,2015,Full-Time,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,4,10,5,5,,,,,,,2,1,1,"Under $5,000","$ 95,000 - $99,999"
Bank of Montreal,2015,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 40,000 - $44,999"
Bank of Montreal,2015,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,2,12,1,11,,,,1,,1,9,1,8,"$ 15,000 - $19,999","$ 60,000 - $64,999"
Bank of Montreal,2015,Part-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,10,2,8,,,,,,,,,,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2015,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,24,2,22,,,,3,,3,6,1,5,"$  5,000 - $ 9,999","$ 45,000 - $49,999"
Bank of Montreal,2015,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,167,48,119,4,2,2,9,4,5,52,20,32,"Under $5,000","$ 40,000 - $44,999"
Bank of Montreal,2014,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,9,3,6,,,,,,,,,,"$ 20,000 - $24,999","$ 65,000 - $69,999"
Bank of Montreal,2014,Full-Time,Provincial,British Columbia,,,Overall,,1783,666,1117,51,11,40,57,24,33,677,279,398,,
Bank of Montreal,2014,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,,,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2014,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,4,2,,2,,,,,,,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2014,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Supervisors,2,2,,2,,,,,,,1,,1,"$ 10,000 - $14,999","$ 45,000 - $49,999"
Bank of Montreal,2014,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,,,,,,,,,,,,,"$ 20,000 - $24,999","$ 50,000 - $54,999"
Bank of Montreal,2011,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,2,199,115,84,1,,1,2,1,1,63,35,28,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2011,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,40,16,24,,,,,,,12,7,5,"$  5,000 - $ 9,999","$ 60,000 - $64,999"
Bank of Montreal,2010,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,2,67,20,47,,,,,,,29,10,19,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Senior Managers,2,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2010,Part-Time,National,Canada,,,Overall,,2929,451,2478,57,4,53,77,12,65,694,164,530,,
Bank of Montreal,2010,Part-Time,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,19,1,18,,,,1,,1,2,,2,"Under $5,000","$ 60,000 - $64,999"
Bank of Montreal,2010,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,1,1,,1,,,,,,,,,,"$ 30,000 - $34,999","$ 30,000 - $34,999"
Bank of Montreal,2019,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,4,2,2,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,3,,3,,,,,,,2,,2,"$  5,000 - $ 9,999","$ 90,000 - $94,999"
Bank of Montreal,2019,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,3,4,3,1,,,,,,,,,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2019,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,24,8,16,1,,1,,,,8,2,6,"$ 10,000 - $14,999","$ 85,000 - $89,999"
Bank of Montreal,2012,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Middle and Other Managers,4,3,3,,,,,,,,1,1,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2012,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,2,2,1,1,,,,,,,,,,"$ 40,000 - $44,999","$ 90,000 - $94,999"
Bank of Montreal,2014,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,7,3,4,,,,,,,,,,"$ 20,000 - $24,999","$ 65,000 - $69,999"
Bank of Montreal,2014,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,,,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2014,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,2,2,,2,,,,,,,1,,1,"$ 10,000 - $14,999","$ 45,000 - $49,999"
Bank of Montreal,2014,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,13,2,11,1,,1,,,,4,1,3,"Under $5,000","$ 30,000 - $34,999"
Bank of Montreal,2015,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Supervisors,2,,,,,,,,,,,,,"$ 50,000 - $54,999","$ 50,000 - $54,999"
Bank of Montreal,2015,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,463,106,357,9,4,5,24,5,19,87,31,56,"Under $5,000","$ 65,000 - $69,999"
Bank of Montreal,2015,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,1,1,,1,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2011,Full-Time,CMA,Regina,,,Overall,,73,27,46,1,1,,3,1,2,17,9,8,,
Bank of Montreal,2011,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Senior Managers,1,144,87,57,1,1,,4,3,1,18,12,6,"$100,000 and over","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Senior Managers,4,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,5,1,4,,,,,,,1,1,,"Under $5,000","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Supervisors,4,4,,4,,,,,,,3,,3,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Other Sales and Service Personnel,2,,,,,,,,,,,,,"$ 65,000 - $69,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,4,,,,,,,,,,,,,"$ 50,000 - $54,999","$ 50,000 - $54,999"
Bank of Montreal,2016,Part-Time,CMA,Montr�al,,,Overall,,430,124,306,2,,2,13,2,11,103,43,60,,
Bank of Montreal,2016,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Clerical Personnel,1,3,,3,,,,1,,1,2,,2,"Under $5,000","$ 50,000 - $54,999"
Bank of Montreal,2018,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,1,,1,,,,,,,,,,"$ 30,000 - $34,999","$ 50,000 - $54,999"
Bank of Montreal,2018,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,2,32,20,12,2,,2,2,,2,5,3,2,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,1,1,,,,,,,,1,1,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Supervisors,2,1,,1,,,,,,,,,,"$ 40,000 - $44,999","$ 65,000 - $69,999"
Bank of Montreal,2018,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Semi-Skilled Manual Workers,2,,,,,,,,,,,,,"$ 85,000 - $89,999","$ 85,000 - $89,999"
Bank of Montreal,2018,Part-Time,National,Canada,5221,Depository Credit Intermediation,Professionals,4,2,,2,,,,,,,1,,1,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2018,Part-Time,National,Canada,5221,Depository Credit Intermediation,Supervisors,4,2,,2,,,,,,,1,,1,"$ 15,000 - $19,999","$ 50,000 - $54,999"
Bank of Montreal,2017,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,3,4,3,1,,,,,,,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,3,,,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,1,1,,1,,,,,,,,,,"$ 40,000 - $44,999","$ 40,000 - $44,999"
Bank of Montreal,2017,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,15,1,14,,,,,,,8,,8,"Under $5,000","$ 50,000 - $54,999"
Bank of Montreal,2017,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,5,,5,,,,,,,,,,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2013,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,3,13,3,10,,,,1,,1,1,1,,"$ 25,000 - $29,999","$ 95,000 - $99,999"
Bank of Montreal,2013,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,4,,,,,,,,,,,,,"$ 50,000 - $54,999","$ 50,000 - $54,999"
Bank of Montreal,2013,Part-Time,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,2,,,,,,,,,,,,,"$ 60,000 - $64,999","$ 60,000 - $64,999"
Bank of Montreal,2013,Part-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,3,20,3,17,1,1,,,,,1,,1,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2013,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 55,000 - $59,999","$ 85,000 - $89,999"
Bank of Montreal,2017,Full-Time,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,126,47,79,,,,2,1,1,44,17,27,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Senior Managers,1,3,2,1,,,,2,2,,1,,1,"$100,000 and over","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Supervisors,3,25,5,20,,,,,,,7,1,6,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,4,2,1,1,,,,,,,1,1,,"Under $5,000","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,3,44,4,40,1,,1,2,1,1,15,3,12,"Under $5,000","$ 60,000 - $64,999"
Bank of Montreal,2013,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Senior Managers,1,4,3,1,,,,,,,1,,1,"$100,000 and over","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Senior Managers,4,1,,1,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Middle and Other Managers,2,26,21,5,,,,,,,7,6,1,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2016,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,1,9,1,8,,,,,,,3,,3,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2016,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,2,,,,,,,,,,,,,"$ 50,000 - $54,999","$ 50,000 - $54,999"
Bank of Montreal,2016,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,,,,,,,,,,,,,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2018,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Supervisors,3,7,3,4,,,,,,,5,3,2,"$ 20,000 - $24,999","$ 75,000 - $79,999"
Bank of Montreal,2018,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,3,2,,2,,,,,,,1,,1,"$ 20,000 - $24,999","$ 65,000 - $69,999"
Bank of Montreal,2018,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,3,,3,,,,,,,,,,"$ 30,000 - $34,999","$ 35,000 - $39,999"
Bank of Montreal,2018,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Professionals,2,120,78,42,,,,12,4,8,16,9,7,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Clerical Personnel,1,3,,3,,,,,,,1,,1,"Under $5,000","$ 95,000 - $99,999"
Bank of Montreal,2018,Part-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,94,28,66,,,,4,,4,32,13,19,"Under $5,000","$ 50,000 - $54,999"
Bank of Montreal,2014,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,71,33,38,3,1,2,3,1,2,38,21,17,"Under $5,000","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,48,6,42,,,,,,,14,1,13,"$  5,000 - $ 9,999","$ 65,000 - $69,999"
Bank of Montreal,2014,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Senior Managers,4,1,,1,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,2,1,1,,,,,,,,,,"$ 10,000 - $14,999","$ 55,000 - $59,999"
Bank of Montreal,2014,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,2,,2,,,,,,,,,,"$  5,000 - $ 9,999","$ 60,000 - $64,999"
Bank of Montreal,2014,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,123,23,100,5,,5,4,,4,30,10,20,"Under $5,000","$ 40,000 - $44,999"
