EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,TOTALPROMOTIONS,TOTALMENPROMOTIONS,TOTALWOMENPROMOTIONS,TOTALABORIGALLPROMOTIONS,TOTALABORIGMENPROMOTIONS,TOTALABORIGWOMENPROMOTIONS,TOTALPWDALLPROMOTIONS,TOTALPWDMENPROMOTIONS,TOTALPWDWOMENPROMOTIONS,TOTALVISMINALLPROMOTIONS,TOTALVISMINMENPROMOTIONS,TOTALVISMINWOMENPROMOTIONS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Overall,Part-Time,1,1,,,,,,,,,,,1,1,,,,,,,,,,
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Overall,Full-Time,2252,978,1274,18,6,12,90,30,60,1008,450,558,2118,933,1185,16,6,10,86,29,57,945,430,515
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,8,1,7,,,,,,,,,
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,3,1,2,,,,,,,1,,1
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Overall,Full-Time,1879,808,1071,27,8,19,52,24,28,781,370,411,1797,764,1033,26,8,18,51,24,27,756,356,400
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,13,6,7,,,,2,1,1,2,,2
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,12,5,7,1,,1,2,2,,3,1,2
Bank of Montreal,2015,Provincial,New Brunswick,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,4,,4,1,,1,,,,,,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,678,280,398,7,2,5,12,4,8,226,105,121
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,10,2,8,,,,,,,3,1,2
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,90,30,60,3,,3,8,1,7,43,17,26
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,18,1,17,,,,4,,4,2,,2
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Overall,Full-Time,73,26,47,2,,2,5,4,1,31,16,15,53,19,34,2,,2,3,2,1,24,13,11
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Part-Time,64,14,50,,,,1,,1,16,2,14,53,12,41,,,,1,,1,11,2,9
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,106,33,73,2,,2,,,,46,21,25
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,25,5,20,,,,1,1,,8,2,6
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Full-Time,631,272,359,7,,7,12,2,10,155,75,80,601,257,344,6,,6,12,2,10,150,70,80
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,2,1,1,1,,1,1,,1,,,
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,2,2,,,,,1,1,,1,1,
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Part-Time,47,17,30,,,,2,1,1,12,4,8,47,17,30,,,,2,1,1,12,4,8
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,12,3,9,2,,2,1,,1,,,
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,546,187,359,11,,11,17,4,13,195,77,118
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,,,,,,,,,,,,,5,1,4,,,,,,,1,,1
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Overall,Part-Time,2,1,1,,,,,,,,,,2,1,1,,,,,,,,,
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,97,44,53,4,2,2,3,1,2,33,18,15
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,31,5,26,1,,1,1,1,,18,3,15
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Bank of Montreal,2013,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,8,1,7,,,,1,,1,2,,2
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,69,14,55,4,,4,,,,22,4,18
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Part-Time,44,13,31,1,,1,,,,10,2,8,39,12,27,1,,1,,,,7,2,5
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Overall,Part-Time,1,1,,,,,,,,1,1,,1,1,,,,,,,,1,1,
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,69,21,48,1,,1,5,,5,28,11,17
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,30,10,20,2,1,1,,,,7,3,4
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,49,7,42,4,1,3,,,,13,4,9
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Overall,Part-Time,23,3,20,,,,2,,2,12,3,9,23,3,20,,,,2,,2,12,3,9
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,56,31,25,1,1,,1,1,,10,7,3
Bank of Montreal,2014,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,2,,2,,,,,,,1,,1
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,17,7,10,,,,2,1,1,3,2,1
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,7,3,4,,,,1,,1,,,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,307,89,218,3,,3,5,,5,85,34,51
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,195,84,111,4,1,3,8,4,4,105,49,56
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,15,3,12,1,,1,,,,9,2,7
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,57,9,48,2,1,1,,,,28,5,23
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,21,1,20,,,,,,,,,
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,22,3,19,,,,2,,2,4,1,3
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,59,14,45,1,,1,,,,20,5,15
Bank of Montreal,2014,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,4,,4,,,,,,,,,
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Overall,Part-Time,34,7,27,,,,,,,9,3,6,32,6,26,,,,,,,8,3,5
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,177,88,89,4,1,3,5,2,3,68,36,32
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Overall,Part-Time,133,24,109,1,,1,9,2,7,31,4,27,127,24,103,1,,1,9,2,7,29,4,25
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1477,645,832,23,8,15,63,21,42,475,244,231
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,,,,,,,,,,,,,3,3,,,,,,,,1,1,
Bank of Montreal,2011,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,18,4,14,,,,,,,,,
Bank of Montreal,2015,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,5,,5,,,,,,,1,,1
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,11,3,8,,,,,,,3,2,1
Bank of Montreal,2012,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,13,2,11,,,,,,,1,,1
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,5,1,4,,,,,,,2,,2
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,6,2,4,,,,,,,4,2,2
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Overall,Part-Time,14,2,12,2,,2,,,,6,1,5,13,2,11,1,,1,,,,6,1,5
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Overall,Part-Time,19,2,17,,,,1,,1,1,,1,19,2,17,,,,1,,1,1,,1
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,47,23,24,2,1,1,2,2,,32,15,17
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,15,10,5,,,,,,,1,1,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,33,17,16,,,,,,,12,7,5
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,,3,,,,,,,,,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,360,99,261,6,,6,15,4,11,147,43,104
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,7,4,3,,,,1,1,,2,2,
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,5,2,3,,,,,,,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Part-Time,,,,,,,,,,,,,2,,2,,,,,,,2,,2
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,896,397,499,11,2,9,20,11,9,371,177,194
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,82,33,49,1,,1,1,1,,28,10,18
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,18,7,11,2,,2,,,,5,1,4
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,29,4,25,,,,,,,13,3,10
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,171,74,97,2,,2,10,1,9,26,9,17
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,4,1,3,,,,1,,1,1,,1
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Overall,Part-Time,33,2,31,4,,4,,,,2,,2,33,2,31,4,,4,,,,2,,2
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,70,33,37,,,,,,,19,10,9
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Overall,Part-Time,41,1,40,,,,4,,4,7,1,6,39,1,38,,,,4,,4,7,1,6
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,40,17,23,1,1,,2,,2,20,9,11
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Overall,Full-Time,59,8,51,5,,5,1,,1,,,,49,5,44,4,,4,1,,1,,,
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,4,1,3,1,,1,,,,,,
Bank of Montreal,2010,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Part-Time,,,,,,,,,,,,,7,2,5,,,,1,1,,,,
Bank of Montreal,2012,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Overall,Part-Time,2,1,1,,,,,,,1,1,,2,1,1,,,,,,,1,1,
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,121,59,62,,,,3,1,2,52,23,29
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,7,1,6,,,,,,,3,1,2
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,7,2,5,,,,,,,,,
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,89,17,72,4,2,2,,,,28,8,20
Bank of Montreal,2014,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
Bank of Montreal,2016,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,33,16,17,,,,1,,1,10,6,4
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,1,,1,,,,1,,1,,,
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,17,3,14,,,,1,,1,5,1,4
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,6,3,3,,,,,,,3,1,2
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,101,28,73,2,,2,3,1,2,37,8,29
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,771,339,432,11,3,8,29,13,16,260,143,117
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,17,7,10,,,,,,,3,1,2
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,61,28,33,2,1,1,3,2,1,36,17,19
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,6,3,3,,,,,,,5,3,2
Bank of Montreal,2017,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Overall,Part-Time,6,1,5,,,,,,,,,,6,1,5,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,96,43,53,1,1,,,,,28,15,13
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,6,3,3,,,,,,,1,1,
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,98,42,56,3,,3,2,1,1,53,25,28
Bank of Montreal,2017,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,308,134,174,4,2,2,3,2,1,163,74,89
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Overall,Part-Time,65,12,53,,,,2,1,1,19,5,14,65,12,53,,,,2,1,1,19,5,14
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,15,4,11,,,,1,,1,3,1,2
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Supervisors,Part-Time,,,,,,,,,,,,,6,4,2,,,,,,,3,3,
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Bank of Montreal,2017,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,1600,345,1255,48,5,43,77,9,68,478,144,334
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,7,1,6,,,,,,,3,,3
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,23,10,13,,,,,,,10,5,5
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Overall,Full-Time,30,11,19,2,1,1,,,,9,6,3,24,9,15,2,1,1,,,,7,4,3
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,10,6,4,,,,,,,3,2,1
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,3,1,2,,,,,,,1,,1
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,826,451,375,5,1,4,19,9,10,374,224,150
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,7,2,5,1,,1,,,,2,1,1
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,214,110,104,,,,2,,2,38,21,17
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,6,3,3,,,,,,,2,1,1
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Overall,Part-Time,24,5,19,3,1,2,2,,2,11,4,7,24,5,19,3,1,2,2,,2,11,4,7
Bank of Montreal,2011,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,55,9,46,,,,2,,2,28,6,22
Bank of Montreal,2015,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,8,3,5,1,,1,,,,2,1,1
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,7,,7,,,,,,,5,,5
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,378,132,246,15,3,12,14,4,10,170,71,99
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,19,12,7,,,,,,,13,8,5
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,167,68,99,2,1,1,2,2,,99,44,55
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Full-Time,725,312,413,5,2,3,9,2,7,184,92,92,618,261,357,5,2,3,7,2,5,160,79,81
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,63,24,39,,,,3,,3,25,12,13
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,960,297,663,13,4,9,20,10,10,447,168,279
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,2,,2,1,,1,,,,,,
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,25,3,22,2,,2,,,,10,1,9
Bank of Montreal,2015,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,10,1,9,1,,1,,,,,,
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,13,4,9,,,,1,,1,2,1,1
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Overall,Part-Time,28,8,20,,,,1,1,,10,4,6,24,7,17,,,,1,1,,9,3,6
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,75,38,37,,,,2,1,1,39,19,20
